participantcode,std_female,gpa,prior_num_guess,post_num_guess,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,orig_correct,fn_correct,answers_correct,std_male,female_r1,female_r2,female_r3,extrovert,agreeable,conscientious,neurotic,open,riskaversion,wtp,I,overconfidence,underconfidence,overoptimism,uncertainty1,uncertainty2,prior_minus_orig,wtpcategory,prior_downside1,post_downside,updates,gradeup_s0,gradedown_s0,betteroff_s0,worseoff_s0,gradeup_s1,gradedown_s1,betteroff_s1,worseoff_s1,gradeup_s2,gradedown_s2,betteroff_s2,worseoff_s2,gradeup_s3,gradedown_s3,betteroff_s3,worseoff_s3,gradeup_s4,gradedown_s4,betteroff_s4,worseoff_s4,gradeup_s5,gradedown_s5,betteroff_s5,worseoff_s5,gradeup_s6,gradedown_s6,betteroff_s6,worseoff_s6,gradeup_s7,gradedown_s7,betteroff_s7,worseoff_s7,gradeup_s8,gradedown_s8,betteroff_s8,worseoff_s8,gradeup_s9,gradedown_s9,betteroff_s9,worseoff_s9,irrational,everasked,num_asked,num_asked_imp
nqq3xzhl,0,1.2000000476837158,15,14,0,0,0,0,0,0,0,0,0,1,13,13,14,1,NA,NA,NA,1.5,3.5,3.5,4.5,2,0.5249999761581421,-1,0,0.550000011920929,0.17307692766189575,1,0.4399999976158142,3.956399917602539,2,-1,0.23000000417232513,0.3499999940395355,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
s4kx3pa0,0,3.799999952316284,14,13,0,0,1,1,1,1,1,1,1,0,11,13,13,1,0,NA,NA,4,4.5,4.5,2,2.5,2,2.5,1,0.8157142996788025,0.06666667014360428,1,0.5,3.690000057220459,3,1,0.4000000059604645,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
3mu7jfxt,0,3.4000000953674316,15,13,0,0,0,0,0,0,0,0,0,1,11,11,11,1,1,0,NA,2.5,4.5,2.5,3.5,4.5,1.3350000381469727,-1,0,0.5722222328186035,0.20000000298023224,4,0.5,3.690000057220459,4,-1,0.4000000059604645,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
9uutd37l,0,2.9000000953674316,13,14,0,0,0,0,0,0,0,0,0,1,13,13,11,1,NA,NA,NA,3,4,4,4,3,0.5249999761581421,-1,0,0.5388888716697693,0.30000001192092896,2,0.6000000238418579,6.639999866485596,0,0,0.20000000298023224,0.20000000298023224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1d6lt4rd,0,3.8299999237060547,15,15,0,0,0,0,1,1,1,1,1,1,12,12,14,1,0,NA,NA,5,3,3,1.5,3,2,1.5,1,0.8600000143051147,0.17499999701976776,1,0.5,6.099999904632568,3,1,0.25,0.05000000074505806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
iu0k20f3,0,2.9800000190734863,10,11,0,0,0,0,0,0,0,1,1,1,9,9,9,1,NA,NA,NA,3.5,4,2.5,3.5,3.5,0.20000000298023224,0,0,0.4972727298736572,0.08250000327825546,1,0.6000000238418579,8.600000381469727,1,0,0.30000001192092896,0.4000000059604645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
qmw14qw7,0,3.700000047683716,14,12,0,0,0,0,0,0,0,0,1,1,11,11,13,1,0,NA,NA,5,4,4.5,1.5,5,1.3350000381469727,-0.5,0,0.6785714030265808,0.0833333358168602,1,0.30000001192092896,3.0899999141693115,3,-1,0.30000001192092896,0.30000001192092896,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
xvixfwwb,0,3.115999937057495,18,17,1,1,1,1,1,1,1,1,1,1,13,15,15,1,0,NA,NA,3,4.5,5,4,4,0.5249999761581421,3.5,1,0.7200000286102295,0,3,0,0,5,1,0,0,-1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
hwk7v39n,0,2.700000047683716,16,16,0,0,0,0,0,0,0,0,1,1,15,15,17,1,NA,NA,NA,4,4.5,3.5,4.5,5,0.20000000298023224,-0.5,0,0.38333332538604736,0.15000000596046448,-1,0.30000001192092896,1.8899999856948853,1,-1,0.30000001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
58l3k7fd,0,3.700000047683716,18,18,0,0,0,0,1,1,1,1,1,1,16,18,18,1,NA,NA,NA,1.5,3.5,3.5,5,3,0.5249999761581421,1.5,1,0.7950000166893005,0.12000000476837158,0,0.3499999940395355,2.5875000953674316,2,1,0.30000001192092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
kzm7ke70,0,2.5999999046325684,15,12,0,0,0,1,1,1,1,1,1,1,11,11,12,1,0,NA,NA,4.5,3.5,3,3,3.5,0.20000000298023224,2,1,0.41874998807907104,0.20454545319080353,3,0.800000011920929,11.960000038146973,4,1,0.6000000238418579,0.5400000214576721,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
c7jzv2up,0,4,13,14,0,0,0,0,0,0,0,0,0,0,14,14,15,1,0,1,1,2,4,4,2.5,2.5,2,-1.5,0,0.4000000059604645,0.29500001668930054,-2,0.6000000238418579,5.309999942779541,-1,-1,0.49000000953674316,0.3700000047683716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
mkyvi2v5,0,3.380000114440918,14,12,1,1,1,1,1,1,1,1,1,1,10,11,11,1,0,1,1,3.5,3.5,4,3,3.5,1.3350000381469727,3.5,1,0.44999998807907104,0.14100000262260437,3,0.20000000298023224,1.7100000381469727,4,1,0.15000000596046448,0,-2,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,2.553333282470703
91i51cbh,0,3,16,17,0,0,0,0,0,0,0,1,1,1,15,15,15,1,NA,NA,NA,2,4,3,4.5,3,1.3350000381469727,0,0,0.35999998450279236,0.10357142984867096,1,0.5,6.010000228881836,1,0,0.4000000059604645,0.15000000596046448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
z62ca1wi,0,2.9000000953674316,16,12,0,0,0,0,0,0,0,0,0,0,12,12,13,1,0,1,NA,4.5,2,2,4.5,3.5,2,-1.5,0,0.5542857050895691,0.13750000298023224,3,0.6499999761581421,5.987500190734863,4,-1,0.550000011920929,0.3499999940395355,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
pd30xai3,0,3.2200000286102295,16,15,0,0,0,0,0,0,1,1,1,1,13,13,12,1,NA,NA,NA,3.5,4.5,3,3,3,0.5249999761581421,0.5,1,0.53125,0.036363635212183,4,0.6000000238418579,6.360000133514404,3,1,0.4000000059604645,0.20000000298023224,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
xxu1tfg5,0,3.4000000953674316,13,11,0,0,0,0,0,0,0,0,0,1,10,10,9,1,NA,NA,NA,4,4.5,3.5,2,3,2,-1,0,0.6836363673210144,0.21250000596046448,4,0.5,2.25,3,-1,0.5,0.25,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3vhcdqsz,0,2.700000047683716,15,14,0,0,0,1,0,0,0,0,0,1,12,12,13,1,0,NA,NA,3.5,4.5,4.5,1.5,3,0.5249999761581421,2,1,0.4642857015132904,0.2708333432674408,2,0.800000011920929,7.110000133514404,3,1,0.699999988079071,0.699999988079071,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
19uye7yu,0,3.4800000190734863,13,14,0,0,0,0,0,0,0,0,1,1,12,12,10,1,1,0,NA,3.5,3.5,4,4,2.5,0.20000000298023224,-0.5,0,0.49399998784065247,0.14444445073604584,3,0.25,1.6875,1,1,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
e8x1odkh,0,3,15,14,0,0,0,0,0,1,1,1,1,1,12,14,14,1,NA,NA,NA,2.5,4,3,4,3,2,1,1,0.6316666603088379,0.29461538791656494,1,0.699999988079071,7.809999942779541,3,0,0.5,0.30000001192092896,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
syzlhkei,0,3.9600000381469727,15,15,0,0,0,0,0,0,0,0,0,0,16,16,15,1,NA,NA,NA,2.5,3.5,5,2.5,1.5,0.20000000298023224,-1.5,0,0.41600000858306885,0.2678571343421936,0,0.5,6.099999904632568,-1,1,0.25,0.3499999940395355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dwd32qbe,0,4,18,18,1,1,1,1,1,1,1,1,1,1,16,19,19,1,0,NA,NA,4.5,4,3.5,2,3,0.20000000298023224,3.5,1,0,0.17777778208255768,-1,0.4000000059604645,3.5999999046325684,2,1,0.20000000298023224,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0x8lhjez,0,2.1700000762939453,15,14,0,0,0,0,0,1,1,1,1,1,12,13,13,1,0,NA,NA,4,3,3.5,1.5,5,0.5249999761581421,1,1,0.33000001311302185,0.1041666641831398,2,0.5,6.809999942779541,3,1,0.3199999928474426,0.20000000298023224,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
5yw27gpg,0,3.299999952316284,3,7,0,0,0,0,0,0,0,0,1,1,6,6,6,1,NA,NA,NA,2.5,2.5,2.5,2,4.5,0.28999999165534973,-0.5,0,0.5146154165267944,0.25,-3,0,0,-3,-1,0,0.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3kcnynbc,0,2.799999952316284,15,16,0,0,0,0,0,0,0,1,1,1,15,15,15,1,NA,NA,NA,2.5,4,2,3.5,2.5,1.3350000381469727,0,0,0.3799999952316284,0.1607142835855484,0,0.5,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tx29asx1,0,3.1700000762939453,18,16,0,0,0,0,0,1,1,1,1,1,14,14,16,1,0,0,NA,4,3.5,3,1.5,3,0.20000000298023224,1,1,0.875,0,2,0.20000000298023224,1.7999999523162842,4,-1,0.10000000149011612,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
7i4c1nqb,0,3.684000015258789,17,13,1,1,1,1,1,1,1,1,1,1,10,13,13,1,0,0,NA,5,4,2.5,2,2,2,3.5,1,0.47857144474983215,0.10833333432674408,4,0.3499999940395355,3.6475000381469727,7,0,0.25,0.10000000149011612,-4,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
ow2chob2,0,2.9000000953674316,15,12,0,0,0,0,0,0,1,0,1,1,12,12,12,1,0,NA,NA,5,4,2.5,2.5,5,2,0.5,1,0.824999988079071,0.08181818574666977,3,0.6000000238418579,7.389999866485596,3,1,0.15000000596046448,0.3499999940395355,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
8otnu8iv,0,2.299999952316284,16,12,0,0,0,0,0,0,0,1,1,1,11,11,13,1,NA,NA,NA,3,2,5,4.5,3,0.5249999761581421,0,0,0.7142857313156128,0.1875,3,0.4000000059604645,4.559999942779541,5,-1,0.3499999940395355,0.4000000059604645,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
omakx75x,0,3.5,9,10,0,0,0,1,1,1,1,1,1,1,7,7,9,1,1,NA,NA,2,3.5,2.5,3.5,2.5,0.5249999761581421,2,1,0.529090940952301,0.25,0,0.25,2.473900079727173,2,1,0.17000000178813934,0.019999999552965164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
pz1uosb7,0,3.427000045776367,14,14,0,0,0,0,0,0,0,0,0,1,15,15,13,1,NA,NA,NA,2,5,4,2,5,0.20000000298023224,-1,0,0.25,0.0416666679084301,1,0.20000000298023224,1.7999999523162842,-1,0,0.10000000149011612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oxd823ey,0,3.299999952316284,15,11,0,0,0,1,1,1,1,1,1,1,9,9,9,1,0,0,1,3.5,3.5,4.5,2.5,4.5,0.5249999761581421,2,1,0.6490908861160278,0.1287499964237213,6,0.20000000298023224,1.7100000381469727,6,1,0.05000000074505806,0.10000000149011612,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,3
lea1tmaa,0,2.5,14,12,0,0,0,1,1,1,1,1,1,1,10,11,11,1,1,0,0,4,3,4,3.5,3.5,0.20000000298023224,2,1,0.4166666567325592,0.125,3,0.6499999761581421,6.927499771118164,4,-1,0.5,0.10000000149011612,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
3w09iegd,0,3.8399999141693115,13,12,1,0,0,0,0,0,0,0,0,1,11,11,11,1,NA,NA,NA,1.5,2,3.5,2.5,2.5,0.5249999761581421,3.5,1,0.5,0.15000000596046448,2,0.5,7.610000133514404,2,1,0.20000000298023224,0.20000000298023224,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
nffda4zi,0,1.7000000476837158,17,12,0,0,0,0,0,0,0,0,0,1,9,9,12,1,NA,NA,NA,3,3,4,2.5,3.5,0.5249999761581421,-1,0,0.8571428656578064,0.125,5,0.20000000298023224,1.440000057220459,8,-1,0.20000000298023224,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
n91jzdf4,0,2.299999952316284,8,9,0,0,0,0,0,0,0,0,0,1,7,7,7,1,1,1,1,2,3,3,3,3.5,0.5249999761581421,-1,0,0.446153849363327,0.3583333492279053,1,0.4000000059604645,6.159999847412109,1,-1,0.30000001192092896,0.15000000596046448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
6wlszs6w,0,1.7999999523162842,14,13,0,0,0,0,0,1,1,1,1,1,13,13,15,1,0,1,NA,4.5,4,2,3,3,0.5249999761581421,1,1,0.42500001192092896,0.2980000078678131,-1,0.5,6.531599998474121,1,0,0.25,0.25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
zz3sdat7,0,2.0999999046325684,18,18,0,0,0,0,0,0,0,1,1,1,12,12,12,1,0,0,0,4.5,3.5,2.5,4.5,4,0.5249999761581421,0,0,0.550000011920929,0.20454545319080353,6,0.5,4.889999866485596,6,0,0.4000000059604645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.553333282470703
346cqkgo,0,3,16,16,1,1,1,1,1,1,1,1,1,1,13,16,16,1,NA,NA,NA,2.5,3,4,2.5,2.5,1.3350000381469727,3.5,1,0.375,0.06000000238418579,0,0.10000000149011612,0.8999999761581421,3,0,0.05000000074505806,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
gt7hzumn,0,3.8299999237060547,12,12,0,0,0,0,0,0,0,0,0,0,12,12,11,1,NA,NA,NA,4,3,5,1.5,2,1.3350000381469727,-1.5,0,0.7777777910232544,0.1850000023841858,1,0.550000011920929,5.087500095367432,0,-1,0.5,0.10000000149011612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869hw037,0,3.680000066757202,13,13,0,0,0,0,0,1,1,1,1,1,11,12,12,1,0,NA,NA,1.5,2.5,4,4.5,3.5,1.3350000381469727,1,1,0.4124999940395355,0.15454545617103577,1,0.5,2.25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
477j4gc3,0,3.299999952316284,8,7,0,0,0,0,0,0,0,0,0,1,7,7,6,1,NA,NA,NA,3,3,3,3.5,3,2,-1,0,0.5807692408561707,0.4583333432674408,2,1,15.399999618530273,1,-1,0.5,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
egcqkjli,0,3.6700000762939453,16,13,0,0,0,0,0,0,0,1,1,1,12,12,12,1,NA,NA,NA,4.5,4,4,2,3,1.3350000381469727,0,0,0.625,0.27272728085517883,4,0.800000011920929,5.559999942779541,4,0,0.699999988079071,0.44999998807907104,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
mhl8eo0v,0,3.700000047683716,15,15,0,0,0,0,0,0,0,0,0,0,15,15,15,1,NA,NA,NA,3,3.5,3.5,2,2.5,2,-1.5,0,0.4300000071525574,0.10857143253087997,0,0.4000000059604645,3.5999999046325684,0,-1,0.20000000298023224,0.3199999928474426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6joav4hk,0,2.799999952316284,15,16,0,0,0,0,0,0,0,0,0,0,17,17,16,1,0,NA,NA,3,5,3.5,4,3,0.20000000298023224,-1.5,0,0.8125,0.17733334004878998,-1,0.5,4.409999847412109,-2,-1,0.30000001192092896,0.800000011920929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68co3wd2,0,3,12,15,0,0,0,0,0,0,0,1,1,1,14,17,17,1,0,NA,NA,3.5,3.5,3.5,3.5,3.5,0.5249999761581421,0,0,0.6666666865348816,0.0625,-5,0.8999999761581421,17.049999237060547,-2,-1,0.6000000238418579,0.699999988079071,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
m13q4x3r,0,2.5999999046325684,10,13,0,0,0,0,0,1,1,1,1,1,13,12,12,1,1,NA,NA,3,4,2.5,3.5,2.5,0.5249999761581421,1,1,0.3125,0.19727273285388947,-2,0.550000011920929,6.047500133514404,-3,1,0.44999998807907104,0.4000000059604645,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0
mtyfzsbf,0,4,14,13,0,0,0,0,0,0,0,1,1,1,11,11,12,1,0,0,0,4,2.5,3.5,3,3.5,0.20000000298023224,0,0,0.5062500238418579,0.16181817650794983,2,0.3499999940395355,2.947499990463257,3,-1,0.25,0.20000000298023224,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
ljq0plxo,0,3.200000047683716,12,14,0,0,0,0,0,0,0,0,0,1,13,13,14,1,NA,NA,NA,2,1.5,4,2.5,4,0.20000000298023224,-1,0,0.800000011920929,0.03076923079788685,-2,0.699999988079071,9.40999984741211,-1,-1,0.4000000059604645,0.20000000298023224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
lffrrfmt,0,4,16,9,0,0,0,0,0,0,0,0,1,1,8,8,9,1,0,NA,NA,1.5,3.5,5,3,4,2,-0.5,0,0.625,0.1366666704416275,7,0.6000000238418579,6.360000133514404,8,-1,0.4000000059604645,0.3499999940395355,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1
df8nmqi7,0,4,12,12,0,0,0,0,0,0,1,1,1,1,11,11,12,1,1,1,0,4.5,4.5,4,3,3.5,2,0.5,1,0.38749998807907104,0.25,0,0.4000000059604645,3.5999999046325684,1,0,0.20000000298023224,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2,2
is4az0w7,0,4,17,12,0,0,0,0,0,0,1,1,1,1,11,13,13,1,NA,NA,NA,2.5,3.5,3.5,4.5,4.5,0.20000000298023224,0.5,1,0.9142857193946838,0.0833333358168602,4,0.15000000596046448,1.1475000381469727,6,-1,0.15000000596046448,0.15000000596046448,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
vfozoku6,0,3.5999999046325684,13,13,0,0,0,1,1,1,1,1,1,1,7,8,8,1,0,1,NA,4.5,3,3,2,3.5,2,2,1,0.6733333468437195,0.2742857038974762,5,0.75,11.34749984741211,6,1,0.30000001192092896,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
37b53nh8,0,3,13,13,0,0,0,0,0,0,0,0,0,0,12,12,10,1,NA,NA,NA,2.5,2.5,3.5,4,3,0.28999999165534973,-1.5,0,0.25,0.75,3,0.8500000238418579,9.947500228881836,1,1,0.699999988079071,0.4000000059604645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuoyzvvt,0,3.9000000953674316,11,10,0,0,0,0,0,0,0,0,0,0,10,10,13,1,NA,NA,NA,3,5,4,2,4.5,0.5249999761581421,-1.5,0,0.25,0.2750000059604645,-2,0.4000000059604645,3.5999999046325684,1,-1,0.20000000298023224,0.10000000149011612,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qjvfplls,0,3,12,9,0,1,0,0,0,1,0,1,1,0,11,11,10,1,1,NA,NA,3.5,5,3.5,3,4.5,2,3,1,0.3799999952316284,0.3333333432674408,2,0.6000000238418579,8.600000381469727,1,1,0.30000001192092896,0.6000000238418579,-3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1
p5u9kgdn,0,3.5,12,13,0,0,0,0,0,1,1,1,1,1,11,10,10,1,1,1,NA,3.5,3.5,4.5,1.5,4,0.20000000298023224,1,1,0.5249999761581421,0.1111111119389534,2,0.75,4.1875,1,1,0.75,0.949999988079071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2
kiobaatv,0,2.7699999809265137,14,11,0,0,0,0,0,1,1,1,1,1,10,11,11,1,NA,NA,NA,2,3.5,4.5,2,3.5,2,1,1,0.3888888955116272,0.009999999776482582,3,0.25,1.6875,4,-1,0,0.05000000074505806,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
9pqgwxja,0,3.799999952316284,16,15,0,0,0,0,0,0,0,1,1,1,14,14,15,1,1,NA,NA,3.5,3.5,5,3,5,0.20000000298023224,0,0,0.5139999985694885,0.09571428596973419,1,0.20000000298023224,1.7999999523162842,2,-1,0.10000000149011612,0.05000000074505806,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1
